Otic enhancers,,,,,,Nearest gene associated to,,,,,RNA seq expression data,,,,,,,,,,,Significant TFBS identified by RSAT
Enhancer ID,Chr,Start,End,width,Strand details,Gene name,Ensembl gene id,Gene locus,location of enhancer to gene associated,Distrance to gene associated,NP_FPKM,aPPR_FPKM,pPPR_FPKM,NNE_FPKM,APD_FPKM,IPD_FPKM,ss56_OEDP_FPKM,ss89_otic_FPKM,ss12_otic_FPKM,ss3_whole embryo_FPKM,foldchange ss89/ss3,TFBS found
10960a,2,26723752,26724948,1197,+,ENSGALG00000010722,ENSGALG00000010722,2:26752973-26765336,upstream,-29222,0.983744,4.62295,6.06062,5.95246,29.0923,26.6677,21.7679,16.5261,15.0329,1.32689,12.45476264,"Mrg1, FOXP1, FOXO3, Six4, Gata5, EBF1, Six1_optimised, RREB1, CIZ, Irx2, Sox13, Six1_optimised, RoRalpha, Sox5, Tcfap2b, Tcfap2b, TTF-1_Nkx2-1_, Gata3.2, Lhx4, Foxk1, Six1_optimised, Six4, FOXO3, Tcfap2b, Tcfap2b, Hoxc9, Nkx2-5, Irx5"
24734a,5,54305587,54306099,513,-,ENSGALG00000011911,ENSGALG00000011911,5:54307427-54310044,downstream,4457,0.163298,2.06122,0.770177,0.256982,4.43285,3.75177,9.14704,16.4026,18.9488,3.64996,4.493912262,"AP1.1, Mtf1, Mafb, Six1, Six1_optimised, Bach2, AP1.2"
18236a,3,75059733,75060802,1070,+,RRAGD,ENSGALG00000026971,3:75065598-75080756,upstream,-5866,10.9862,6.55131,6.26408,4.17682,11.742,10.1206,9.56289,15.906,14.4717,5.96258,2.667637164,"Six1_optimised, Sox3, PLZF, PLAG1, SALL1, PLZF, TFAP2A, Gata5, PLZF, TFAP2A, Mrg1, CREB.2, TFAP2A, TFAP2A, TFAP2A, TFAP2A, Etv5, Tcfap2b, Tcfap2b, Pitx1, Osf2, Bach2, PLAG1, CREB_ATF, Irf6, Irf6"
18237a,3,75061404,75062005,602,+,RRAGD,ENSGALG00000026971,3:75065598-75080756,upstream,-4195,10.9862,6.55131,6.26408,4.17682,11.742,10.1206,9.56289,15.906,14.4717,5.96258,2.667637164,"Gbx2, Prrx1, TFAP2A, Gbx2, Gbx1, PLAG1, Ikaros, Lhx4, Six4, Lhx4, TFAP2A, TFAP2A, TFAP2A, Prrx1, DMRT3, Tcfap2e, TFAP2A, TFAP2A, Gbx1, TFAP2A, Hlxb9, Dlx5, Pax7, Tcfap2e, Arnt, AR, Hlxb9, Hoxa2, Alx4, Sox3, Max, Tcfap2b, Tcfap2b, Six1_optimised, TTF-1_Nkx2-1_, Hoxa1, Emx2, CREB.2, Sox2"
29093,9,11055929,11056203,275,-,PLSCR4,ENSGALG00000006805,9:11035308-11044835,upstream,-11094,5.78274,2.94084,3.89623,8.5577,3.24418,4.0523,11.9517,15.3565,13.2435,2.32151,6.614875663,"Sox30, Sox13, RXRA, REST, Tcfcp2l1, Sox5, Sox6, Mrg1, Six1_optimised, AP1.1, Sox8, Sox30"
30772,Z,43624280,43624667,388,+,GADD45,ENSGALG00000028005,Z:43589018-43592114,downstream,35261,2.34951,1.71392,1.50728,2.1967,1.71955,1.6477,5.64205,14.6696,14.2271,2.43644,6.020915762,"Sox3, Sox3, Six1_optimised, Pax6.2, Sox6, Pax7, RXRA"
6237a,10,10753835,10755507,1673,-,HDGFRP3,ENSGALG00000006036,10:10735631-10772791,inside,18956,5.48513,6.76692,6.11642,7.08972,13.6274,12.564,11.8855,14.4641,17.6342,6.55662,2.206029936,"REST, Rfx3, EBF1, Tcf7l2, Foxk1, Mafb, FOXO3, Six1_optimised, Hlxb9, Etv5, Mtf1, Gbx1, HIF1, HIF1, Sox3, Pbx, Mtf1, Dlx5, Mafb, Hoxc9, EBF, Hlxb9, AP1.2, Mafb, NR3C1"
9136,15,3950000,3950297,298,-,TMEM132C,ENSGALG00000002714,15:3796425-3975370,inside,25370,5.76781,3.30911,6.87957,16.6591,6.87143,9.19882,12.9356,13.2266,12.4869,5.6963,2.32196338,"Hoxa1, Hoxa2, Lhx5, Pax6.2, Hoxc9, Dlx5, Hmx1, Lmx1a, Lmx1b, Pax6.2, Hbp1, Hoxa1, Pax2, Prrx1, Lmx1a, Pou2f1, Pou2f1, Six1_optimised, Hmx3, Lmx1b, Emx2, Hlxb9"
17511,3,54430364,54430524,161,+,MAP7,ENSGALG00000013900,3:54395822-54447644,inside,34541,3.17523,17.0044,14.6786,22.8987,16.067,15.5367,12.7967,11.7489,15.5802,2.81515,4.173454345,"EBF, EBF1, EBF1, EBF, Six1_optimised, Sox6"
14324a,2,136968461,136969181,721,+,ENSGALG00000016393,ENSGALG00000016393,2:136958879-137037748,inside,9581,0.121962,2.14737,2.70571,6.2825,4.30386,9.62148,14.7168,11.0219,6.38865,0.988543,11.14964144,"Six1_optimised, AP1.1, REST, Erg, AR, Ets, Tcfcp2l1, Ikaros, Six1_optimised, Osf2, Pax7, Etv1, Ikaros, AP1.1, AP1.2"
14325,2,136969933,136970115,183,+,ENSGALG00000016393,ENSGALG00000016393,2:136958879-137037748,inside,11053,0.121962,2.14737,2.70571,6.2825,4.30386,9.62148,14.7168,11.0219,6.38865,0.988543,11.14964144,"Hoxc9, Otx2, Otx2, Lhx5, Six1_optimised, Lmx1a, Lmx1a, WT1, Hoxa1, Lhx9, CHX10_vsx2_"
10969,2,26851285,26851841,557,+,SCIN,ENSGALG00000010770,2:26871391-26920922,upstream,-20107,0.819967,1.78477,1.6293,3.72423,49.6769,17.1932,7.04995,10.534,10.7757,2.10007,5.016023275,"Mtf1, Pax7, Bach2, CHX10_vsx2_, Alx4, Sox3, Mrg1, Tcfap2e, Pax7, Emx2, Tcfap2e, RREB1, Lmx1a, AP1.2, Lmx1b, AP1.1, Hmx3, Hoxa1, Gbx2, Hoxa1, Tcfap2c, Tcfap2c, Hmx1, Lhx4, Hoxa2, RoRalpha, Nkx2-5, PR, Lmx1b, Hoxa2, GLI, GLI, Six1_optimised, ESR2, Arnt"
11961a,2,59807881,59808647,767,+,MBOAT1,ENSGALG00000012681,2:59654812-59707760,downstream,153068,3.4725,6.88741,7.00543,11.2989,4.12129,4.8048,5.13913,8.15932,7.8689,2.86519,2.847741337,"Foxk1, FOXO3, NFKB1, NFKB1, Pax-2, EBF, RREB1, Rfx3, NR3C1, Osf2, Six1, NFKB1, NFKB1"
21789a,4,68520485,68521234,750,+,RBM47,ENSGALG00000014267,4:68541427-68547721,upstream,-20943,1.13633,16.3749,14.0227,49.0672,18.9813,25.194,9.97986,6.15312,9.0538,2.99094,2.057252904,"Sox3, Sox6, Pax2, Znf143, Klf7, Arnt, Esrrb, Sox6, Ar, Pax2, PR, FOXO3, NR3C1, Nr2f2, Nr2f2, Six1_optimised, Etv6, RBP-Jkappa, Foxk1"
15914,3,12855145,12855870,726,-,ENSGALG00000026351,ENSGALG00000026351,3:12843172-12878172,upstream,-10266,0.175542,0.447259,0.447731,0.0520897,0.559878,2.03715,4.37563,5.65187,8.10311,1.12045,5.044285778,"SALL1, EBF, SALL1, FOXP1, Six1_optimised, SALL1, SALL1, Rfx3, FOXP1, TTF-1_Nkx2-1_, Foxk1, Foxk1, Sox6, Sox2, Ets, AR, Tcf1, Mafb, RBP-Jkappa, WT1, SALL1, Pax-2, Sox3, Lhx4, Ehf, Lmx1a, EBF1, Hmbox1, Lhx5, Ikaros, Lmx1b"
27189,7,27148650,27148835,186,+,KALRN,ENSGALG00000011744,7:27064564-27359838,inside,84085,1.85927,2.37507,2.12034,8.09463,2.93092,2.42225,3.12501,5.56881,5.48034,2.32296,2.397290526,"Ar, Sox2, Six1_optimised, Sox13, RREB1, Sox5, Sox30"
13248,2,106325631,106325937,307,-,KLHL14,ENSGALG00000015186,2:106217639-106331401,inside,5132,1.23838,3.41926,2.73877,5.65011,2.84402,2.46586,2.48571,5.3639,11.9545,0.796685,6.732773932,"Six1_optimised, Tcfap2c, Tcfap2c, Tcfap2c, Tcfap2c, Tcfap2e, Tcfap2e, RREB1, Six1_optimised, Six1, PR, Ikaros"
2095,1,61834907,61835679,773,-,CECR1,ENSGALG00000013031,1:61797123-61815018,upstream,-19889,1.13941,1.15068,0.872226,1.18934,0.828179,1.40959,2.54675,5.10572,7.03539,1.28725,3.966377937,"ESR2, Ikaros, TEAD1, Pax-2, Max, Max, RREB1, Emx2, Six1_optimised, TFAP2A, Pax2, Zic3, PLAG1, REST, Lhx9, RREB1"
2247,1,66160655,66161622,968,+,SOX5,ENSGALG00000013204,1:66068226-66322847,inside,92428,2.77394,1.73882,2.08601,0.458535,2.43066,1.54485,1.84809,4.91115,9.48356,1.8738,2.620957413,"FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, WT1, FOXO3, FOXO3, TEAD1, Klf7, Nr2f2, Nr2f2, Tcfap2e, Tcfcp2l1, TFAP2A, Pax2, Rfx3, Tcfap2e, NR3C1, WT1, WT1, WT1, WT1, WT1, WT1, Tcfap2c, Tcfap2c, PLAG1, Six1_optimised, Tcfap2c, Tcfap2c, Tcfap2b, Tcfap2b, Mtf1, PLAG1"
2251a,1,66235534,66236412,879,+,SOX5,ENSGALG00000013204,1:66068226-66322847,inside,167307,2.77394,1.73882,2.08601,0.458535,2.43066,1.54485,1.84809,4.91115,9.48356,1.8738,2.620957413,"Hmx1, Hmx3, TEAD1, Sox5, RUNX1, RXRA, Tcf1, Sox13, Sox3, Osf2, Gata5, Mafb, DMRT3, Gata5, Sox8, Gata3.2, Tcf1, Six1_optimised, AhR, Nr2f2, Nr2f2, Tax_CREB.1, Tax_CREB.2"
15413a,26,1647915,1649108,1194,-,ETNK2,ENSGALG00000000557,26:1658324-1665181,downstream,17266,1.7737,1.45973,1.68239,0.694007,1.22543,1.3443,3.3054,4.60075,4.01696,2.01721,2.280749154,"RREB1, Arnt, RREB1, Znf143, Zic3, Max, Pitx2, GLI, GLI, Sox5, Tcfap2c, Tcfap2c, Lmx1a, Six1_optimised, Otx2, Otx2, Lhx5, Sox3, AR, Foxk1, ESR2, TFAP2A, Sox13, Alx4, HIF1, HIF1, Sox3, Sox3, HIF1, HIF1, REST, Tcfap2e, Zic3, HIF1, HIF1, Zic3, Zic3, Max, Ikaros, Nkx2-5, Sox30, RREB1, Tcfap2e, Tcfap2e, Sox3, TFAP2A, Ar, Pax2, Tcfcp2l1, SALL1, RXRA, Mrg1, Ets, WT1, Lhx9, Mtf1, Sox6, AhR, AhR, Klf7"
29497,9,21343854,21344395,542,-,OTOL1,ENSGALG00000026305,9:21401026-21404693,downstream,60839,0.311046,0.238936,0.296443,0.175227,0.0582276,0.116091,1.35457,4.45794,2.047,0.345499,12.90290276,"Hdx, Six1_optimised, FOXO3, Irx5, Irx2, NFKB1, NFKB1, Pax2, Irx4"
13005a,2,99236123,99237369,1247,-,PTPRM,ENSGALG00000013902,2:98808839-99165339,upstream,-70784,2.61215,9.22428,4.43616,4.47071,11.3756,8.46364,2.45606,4.12087,6.58345,1.20529,3.418986302,"Lmx1b, Lhx5, Lmx1b, Lmx1a, Pax7, Lmx1a, Pou2f1, Pou2f1, NFKB1, NFKB1, NFKB1, NFKB1, Pax7, PR, REST, Alx4, Six1_optimised, Pou2f1, Pou2f1, Lhx5, STAT, Hoxa2, DMRT3, Hbp1, Sox3, Alx4, DMRT3, Hoxa1, Pax2, CREB.2, Nkx2-5, Pax-2, CREB_ATF, Gbx2, Ikaros, Sox6, Tcf1, Erg, Lhx9, Lhx9, NFKB1, NFKB1, Elk4, Hoxa1, AR, CREB_ATF, FOXO3, Prrx1, Hmx3, Hoxa2, Prrx1, Ikaros, Nkx2-5, Six1_optimised, Nr2f2, Nr2f2, Pax6.2, Hmbox1, Sox30"
13056a,2,100442211,100444247,2037,+,ENSGALG00000014793,ENSGALG00000014793,2:100436018-100460793,inside,6192,0.168253,0.920449,0.57219,0.960786,0.34658,0.377241,1.18388,3.64137,3.79317,0.174054,20.92092109,"FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, Ehf, Gata3.2, Lmx1a, Foxk1, FOXO3, Sox5, RREB1, Sox13, Hoxc9, Lmx1b, Irx5, Irx4, Lhx5, Irx5, Foxk1, SALL1, Sox6, Irx2, Gata5, Sox8, Irx2, Mtf1, Gata3.2, Znf143, Gata5, SALL1, RREB1, Six1_optimised, Irx4, Sox30, Hoxa2, FOXO3, NR3C1, Lmx1b, Gata3.2, Sox3, Rfx3, Sox5, Foxk1, Six4, Ets, Dlx5, Tcf7l2, NR3C1, Mrg1, Hmx1, Sox13, SALL1, RFX, Lmx1a"
13829a,2,121303694,121305219,1526,+,CHMP4C,ENSGALG00000015788,2:121287838-121304205,overlapEnd,15855,1.48336,2.07619,2.01473,3.59224,3.23512,3.06059,1.68612,3.13279,2.3291,1.16984,2.677964508,"Irx5, Irx2, Irx2, Irx5, Six1_optimised, NR3C1, Irx4, Foxk1, Nr2f2, Nr2f2, Irx4, Sox3, Hoxc9, DMRT3, Six1, STAT, Irx5, RXRA, Hmbox1, PLZF, Foxk1, CHX10_vsx2_, SALL1, Irx4, Znf143, ESR2, HIF1, HIF1, Gata3.2, GLI, GLI, AR, RUNX1, STAT1, RBP-Jkappa, SALL1, FOXO3, Gata5, Ets, Arnt, Irx5, Foxk1, Hmbox1, Hbp1"
25336a,6,13587545,13589304,1760,-,C10ORF11,ENSGALG00000004990,6:13474303-13762719,inside,175174,1.86453,3.54954,2.31021,1.59913,2.37853,1.51065,2.81655,2.4604,2.26397,1.18583,2.074833661,"Lmx1a, FOXP1, Tcf7l2, Rfx3, FOXP1, FOXP1, FOXP1, FOXP1, Lhx5, Hoxc9, Lmx1a, Lmx1b, AP1.1, Bbx, RoRalpha, TEAD1, FOXO3, STAT, Lhx5, Bach2, Lmx1b, Hoxa1, Six1, Six1, AP1.2, Arnt, Pax6.1, Lmx1a, Alx4, Lhx9, RBP-Jkappa, Six4, Foxk1, Pax7, AR, Lhx4, Alx4, Irx2, Emx2, Ar, Hoxa2, Hoxa1, Sox13, RUNX1, Osf2, Mtf1, Irx4, Mafb, TTF-1_Nkx2-1_, Pax7, FOXO3, Hoxc9, Lmx1b, Alx4, Hmx1, Hoxa2, DMRT3, AP1.1, Pax7, Rfx3, Pitx2, Gata3.2, Emx2, AP1.2, PLZF, Hmbox1"
16797,3,36160878,36161390,513,-,CHRM3,ENSGALG00000010778,3:35727537-35877494,upstream,-283384,0.642695,1.20815,1.33703,1.6614,0.808414,1.14857,0.62174,2.39139,3.7852,0.458546,5.215158348,"Six1_optimised, RUNX1, Irf6, Irf6"
26184a,6,34423292,34424028,737,-,STK32C,ENSGALG00000020615,6:34412707-34434522,inside,11230,1.68891,0.888429,1.46152,0.5522,0.814422,1.0562,2.63744,1.89294,3.18505,0.725131,2.610480037,"Six1_optimised, PLAG1, ESR2, Gata3.2, Pax2, Rfx3, EBF1, STAT1, GLI, GLI, TFAP2A, FOXO3, FOXO3"
27507,7,34407142,34407503,362,+,LYPD6,ENSGALG00000012470,7:34391456-34415276,inside,15685,0.173865,0.561001,0.469076,2.60498,0.654819,0.782381,1.0515,1.36686,1.1342,0.181252,7.541213338,"Tcf7l2, Tcfap2e, Tcfap2e, Six1_optimised, TFAP2A, Tcfap2c, Tcfap2c, Ikaros, Tcfap2b, Tcfap2b, TFAP2A, Sox6, Tcfap2b, Tcfap2b, Sox2, AhR, Hmbox1"
23580,5,26911992,26912401,410,+,NCX3,ENSGALG00000009400,5:26903884-26982566,inside,8107,0.463828,0.236314,0.263756,0.277562,0.371993,0.264274,0.281947,1.21482,2.84968,0.534509,2.272777446,"Esrrb, Pitx2, Six1_optimised, Pitx1, Otx2, Otx2, STAT, Dmbx1, Dmbx1, Nr2f2, Nr2f2, Pbx, Six4, Pax6.1, DMRT3, Sox2"
13742a,2,119015329,119016613,1285,+,ZFHX4,ENSGALG00000015673,2:119025057-119150906,upstream,-9729,0.83828,0.34056,0.607933,0.297875,3.99264,7.0234,1.24958,1.17259,1.81826,0.345158,3.39725575,"CREB.2, Lhx5, PLZF, Sox3, Lmx1b, Irx4, Hoxa1, Lhx5, Six1, Lmx1a, Lmx1b, Lhx5, Hoxa2, Lmx1b, Hlxb9, PLZF, Rfx3, Pax6.2, Prrx1, Six4, Gbx1, Alx4, Hmx1, Emx2, Alx4, Six1_optimised, Klf7, Irx4, Osf2, Pax7, Prrx1, Mtf1, Lhx9, Lmx1a, Pou2f1, Pou2f1, Mybl1, Dlx5, Six4, Lmx1a, Hlxb9, Bbx, Irx2, Sox6, Sox5, RREB1, Lmx1a, Hoxa1, Lmx1b, Pou2f1, Pou2f1, Six1_optimised, Nkx2-5, Hoxa2, Hoxa1, Prrx1, Sox8, DMRT3, Pou2f1, Pou2f1, Prrx1, Nr2f2, Nr2f2, Irx2, Tcfap2e, Pax7, Pax6.2, Bbx, Bbx, RREB1, Lhx4"
29576,9,22936392,22936544,153,+,IGSF10,ENSGALG00000010369,9:22944424-23061539,upstream,-8033,0.0322858,0.0621816,0.0664424,0.0197961,0.525535,2.02592,1.17955,0.865891,0.489494,0.0667072,12.98047287,"Six4, Six1_optimised, Pax6.1, Six4, Sox5"
29213,9,13410331,13410700,370,-,CLDN16,ENSGALG00000025821,9:13396641-13405921,upstream,-4410,0.179197,0.548311,0.419235,1.30281,0.373521,0.494841,0.500453,0.784919,0.818185,0.21654,3.624822204,"Six1_optimised, REST, RREB1, Bach2, EBF1, Sox8, Sox8, RREB1, Ikaros, Irf6, Irf6"
23072a,5,12748745,12749789,1045,-,SLC22A18,ENSGALG00000006454,5:12530049-12579618,upstream,-169127,0.0468396,0.0691704,0.0728309,0.126159,0.306234,0.0298801,0.286019,0.707595,0.18588,0.268278,2.637543891,"Hmx1, Hmx3, FOXP1, REST, FOXP1, Nkx2-5, SALL1, Mtf1, RBP-Jkappa, Mrg1, FOXO3, Bbx, Arnt, RREB1, Gata3.2, Six1_optimised, Irx2, Nr2f2, Nr2f2, Sox6"
20227,4,25912935,25913437,503,+,PCDH10,ENSGALG00000009719,4:26355292-26387417,upstream,-442358,0.00687492,0.248083,0.367128,1.6943,0.709857,1.59817,1.07944,0.695035,0.68467,0.256338,2.711400573,"Mrg1, Gata3.2, Sox3, Sox3, Six1, Six4, Gata5, RREB1, NR3C1, Sox6, CIZ, Hmbox1, Hbp1, Gata5, PR, RoRalpha"
20242a,4,26432146,26433236,1091,+,PCDH10,ENSGALG00000009719,4:26355292-26387417,downstream,76853,0.00687492,0.248083,0.367128,1.6943,0.709857,1.59817,1.07944,0.695035,0.68467,0.256338,2.711400573,"TFAP2A, Arnt, Hoxa2, TFAP2A, TFAP2A, Six1, Hoxa1, Bbx, Six1, EBF1, NR3C1, Arnt, RREB1, Pou2f1, Pou2f1, AR, Esrrb, Bbx, HIF1, HIF1, Hdx, Tcfap2e, Nr2f2, Nr2f2, Zic3, Ar, AP1.2, WT1, DMRT3, RoRalpha, EBF, CHX10_vsx2_, Tcfap2e, PLAG1, Pax2, Pax6.2, Hmbox1, PLZF, Hoxc9, PR, RXRA, Sox3, Lhx5, Lmx1b"
3351,1,106830916,106832189,1274,+,KCNJ15,ENSGALG00000016055,1:106882439-106907061,upstream,-51524,0.0122363,0.0839347,0.0876462,2.95826,0.0211774,0.0993783,0.166869,0.574444,0.552333,0.256811,2.23683565,"Six1_optimised, FOXP1, DMRT3, NR3C1, Nkx2-5, Sox8, Sox5, RBP-Jkappa, Lmx1a, Ar, Hmx1, STAT, PR, Sox13, Hoxc9, Sox2, Lhx5, Lmx1b, Hmbox1, Six4, NR3C1, Gata5, CIZ, Dmbx1, Dmbx1, Six1, Sox13, Lhx5, Lmx1b, Sox13, Hmx3, PLZF, CHX10_vsx2_, Sox2, Nkx2-5, Six1_optimised, Sox8"
6243,10,10840314,10840592,279,-,BNC1,ENSGALG00000006041,10:10797188-10815208,upstream,-25106,0.0533051,0.191501,0.217655,0.485777,0.176576,0.0736326,0.386002,0.543687,0.808492,0.0323145,16.8248619,"Arnt, WT1, Max, Arnt, Max, Six1_optimised"
23262a,5,18473197,18475061,1865,-,PAMR1,ENSGALG00000007886,5:18394010-18447963,upstream,-25234,0.0363192,0.131441,0.0212409,0.107093,0.200658,0.135093,0.143425,0.336984,0.776738,0.11276,2.988506563,"Elk4, Sox3, Rfx3, Sox3, RREB1, Znf143, Six1_optimised, Etv5, Irf6, Irf6, Erg, Etv4, HIF1, HIF1, Ets, NR3C1, Six1, Etv1, Dmbx1, Dmbx1, WT1, WT1, Tcfap2e, Mrg1, EBF1, CREB.2, Sox6, Hoxc9, Prrx1, CREB_ATF, NFKB1, NFKB1, Emx2, HIF1, HIF1, Pax6.2, RBP-Jkappa, Etv6, Pax-2, Zic3, Zic3, WT1, Six4, Tax_CREB.1, Tax_CREB.2, Arnt, NFKB1, NFKB1, Tcfap2c, Tcfap2c, Hlxb9, Tcf1, FOXO3, FOXO3, CREB.2, NFKB1, NFKB1, AhR, RBP-Jkappa, Tcfap2e, WT1, Etv1, CREB.2, Hlxb9, REST, Ar, Tcf1, Tcfap2e, NFKB1, NFKB1"
23266a,5,18490277,18491012,736,-,PAMR1,ENSGALG00000007886,5:18394010-18447963,upstream,-42314,0.0363192,0.131441,0.0212409,0.107093,0.200658,0.135093,0.143425,0.336984,0.776738,0.11276,2.988506563,"Hmbox1, Hdx, Hmx1, HIF1, HIF1, Sox3, Hmx3, Dlx5, Arnt, FOXO3, Pbx, Tcf1, Irx4, Znf143, Dlx5, Pbx, Hoxc9, Six1_optimised, Gata5, Hdx, Hmx1"
2431a,1,71773213,71773803,591,+,BCL2L14,ENSGALG00000011544,1:71808626-71817151,upstream,-35414,0.0624184,0.0832619,0.0746188,0.0417288,0.0523879,0,0.0480544,0.292371,0.0490431,0.0217311,13.45403592,"Tax_CREB.1, Tax_CREB.2, Elk4, RREB1, HIF1, HIF1, Tcfap2c, Tcfap2c, Etv6, EBF, Tcfap2b, Tcfap2b, Tcfap2b, Tcfap2b, Tcfap2c, Tcfap2c, Erg, Osf2, Tcfap2e, TEAD1, AR, AR, EBF1, Six1"
11969a,2,60138662,60139677,1016,-,RNF144B,ENSGALG00000012683,2:60324505-60357712,downstream,219050,0.111754,0.277264,0.238274,0.162066,0.347121,0.102068,0,0.181494,0.207186,0.0578111,3.139431701,"Pitx1, RREB1, Lmx1b, Lmx1a, Osf2, Osf2, Bbx, Tcfap2b, Tcfap2b, Bbx, RREB1, Lmx1b, TEAD1, Tcfap2e, Tcf1, PLZF, Tcfap2c, Tcfap2c, Tcf7l2, Mybl1, Hmbox1, FOXO3, Sox6, Sox3, NR3C1, SALL1, Lhx5, Sox2, Mafb, Six1_optimised, Bach2, RUNX1, RUNX1"
23710a,5,29630524,29632061,1538,-,RYR3,ENSGALG00000009705,5:29439523-29623554,upstream,-6970,0.025459,0.0420248,0.0802036,0.0979898,0.0880489,0.0841612,0.0778464,0.173772,0.0432036,0.0329738,5.270002244,"Gata3.2, Six1_optimised, Tcf7l2, PR, HIF1, HIF1, Mtf1, Max, PPARG, PPARG, STAT1, Irx4, Tcfap2e, Irx2, Irx5, NR3C1, STAT, Ets, Hdx, Sox3, Mtf1, Tcf1, Max, Tcfap2c, Tcfap2c, Tcf7l2, Nkx2-5, TFAP2A, AhR, GATA3.1, STAT, PPARG, PPARG, Etv1, Ar, Arnt, Hdx, Mafb, Sox3, Six1_optimised, Max, Etv5"
11751,2,51252826,51253616,791,-,INHBA,ENSGALG00000012327,2:51170906-51183221,upstream,-69605,0.0144345,0.128001,0.0225493,0.0560698,0.202379,0.106822,0.0870443,0.162531,0.181537,0.0292876,5.549481692,"Tcf1, Lhx5, Sox2, Pax6.2, Prrx1, Pax7, Pou2f1, Pou2f1, Lhx5, Prrx1, REST, Lmx1b, Pax6.2, Lmx1a, Pou2f1, Pou2f1, Lmx1b, Hoxa1, Alx4, Emx2, Etv6, Lhx9, Hoxa2, Emx2, Hmx3, TEAD1, Pax7, Tcf1, Six1_optimised, CHX10_vsx2_, REST, Alx4, Mrg1, CIZ, Hoxa1, Lhx9, AR, Lhx9, Lmx1b, Lhx4, Lmx1a, Hmx3, Pou2f1, Pou2f1, Lhx9, Lmx1b, Sox6, Hmx1, Arnt, Dlx5, Hoxc9, Lmx1b, Pbx, Bbx"
29713a,Z,6164687,6165854,1168,+,ENSGALG00000018499,ENSGALG00000018499,Z:6016208-6212212,inside,148478,0.0222166,0.00833312,0.0058433,0.0144318,0.0237766,0.0419281,0,0.102779,0.205693,0.0228836,4.491382475,"SALL1, EBF, FOXP1, Six1, Sox8, Sox13, Ar, Six1_optimised, Sox5, RBP-Jkappa, Irf6, Irf6, Mrg1, PLAG1, Sox3, Six4, Osf2, NFKB1, NFKB1, WT1, WT1, AP1.1, Dlx5, Lhx4, RBP-Jkappa, Hoxa1, Six4, Lhx4, Tcfap2c, Tcfap2c, Nkx2-5, Sox6, CHX10_vsx2_"
5229,1,177322698,177323133,436,-,FGF9,ENSGALG00000025748,1:177601062-177635306,downstream,312608,0.0596084,0.0202234,0.061002,0.0624251,0.0102217,0,0,0.0357264,0.30673,0.00625894,5.708059192,"Hoxa1, CHX10_vsx2_, RUNX1, Prrx1, Osf2, Lhx5, Lmx1b, Alx4, Pou2f1, Pou2f1, RUNX1, Hoxa2, Alx4, Gata5, Pax7, Lmx1b, Hoxa2, AR, Hoxa1, Mafb, Lhx5, Six1_optimised, PR, Lmx1a, Lhx4, Lmx1a, CHX10_vsx2_, Ikaros, Hmbox1, Pou2f1, Pou2f1"
5234,1,177612601,177612865,265,-,FGF9,ENSGALG00000025748,1:177601062-177635306,inside,22705,0.0596084,0.0202234,0.061002,0.0624251,0.0102217,0,0,0.0357264,0.30673,0.00625894,5.708059192,Six1_optimised
2489a,1,74322996,74324762,1767,-,ANO2,ENSGALG00000017271,1:74131985-74316155,upstream,-6841,0.0194344,0.0670088,0.00930314,0.0315676,0.0199206,0.00774824,0.008768,0.0264667,0.0241432,0.00818491,3.233596949,"Sox5, Irf6, Irf6, Sox2, Sox13, Hmx3, Irx2, PR, DMRT3, FOXO3, Mybl1, Irx5, Irx2, Tcfcp2l1, Sox5, Pax6.1, Sox13, Foxk1, EBF1, Sox13, TEAD1, Gata3.2, Irx4, Sox2, Nkx2-5, Irx5, Sox8, PLAG1, Irx4, EBF, Irx4, Irx5, FOXO3, NFKB1, NFKB1, RXRA, Klf7, Hmx1, RBP-Jkappa, Irx5, Sox30, PLZF, Tcf7l2, Bbx, Klf7, REST, RREB1, Pax2, Six1, Sox5, Bbx, AR, Foxk1, PLAG1, Tcfap2b, Tcfap2b, Irx2, EBF, Sox5, Sox30, Sox8, REST, Irx2, Gata5, Rfx3, PR, Sox30, Sox6, Bbx"
7957,13,2419318,2419803,486,+,ENSGALG00000002208,ENSGALG00000002208,13:2494528-2529293,upstream,-75211,0,0,0.0342989,0,0,0.0815855,0,0.110161,0.325174,0,#DIV/0!,"Mtf1, Irx5, Irx4, PPARG, PPARG, Pax-2, Irx2, Six4, Six1_optimised, Tcfcp2l1, Irx5, FOXO3, Irx2, Tax_CREB.1, Tax_CREB.2, Gata3.2, Irx4, TTF-1_Nkx2-1_"
7958,13,2462418,2462575,158,+,ENSGALG00000002208,ENSGALG00000002208,13:2494528-2529293,upstream,-32111,0,0,0.0342989,0,0,0.0815855,0,0.110161,0.325174,0,#DIV/0!,"TEAD1, FOXO3, Six1_optimised, Foxk1"
